135.91,127.44,142.66,121.95,151.96,120.89,161.8,121.67,170.76,124.33,194.86,122.25,203.26,118.76,212.64,116.85,222.06,117.13,229.24,121.94,184.32,136.59,185.12,147.41,186.12,158.38,187.18,169.57,176.73,177.42,182.29,179.32,187.96,179.86,192.68,178.12,196.75,175.77,146.37,139.17,153.14,134.25,161.62,134.08,168.22,139.44,161.03,143.56,152.92,143.65,199.41,137.29,204.97,131.72,213.17,131.06,219.3,135.17,213.68,139.96,206.07,140.38,170.2,202.52,176.3,196.84,182.65,193.11,188.29,193.63,194.57,192.69,200.58,195.41,207.11,200.04,201.48,207.19,195.58,210.6,188.87,211.62,183.15,211.32,176.85,208.81,181.76,198.53,188.63,197.99,195.72,197.7,195.38,202.62,188.49,203.05,182.05,203.28
135.52,127.52,142.17,122.26,151.45,121.16,161.27,121.95,170.46,124.51,194,122.6,202.65,119.12,212.32,117.17,222.04,117.51,229.61,122.57,184.33,136.31,185.27,147.14,186.38,158.15,187.52,169.4,176.81,177.1,182.53,178.91,188.33,179.48,193.07,177.74,197.1,175.43,146.07,139.59,152.85,134.71,161.29,134.37,167.9,139.48,160.9,143.64,152.83,143.85,199.35,137.36,205.03,132.09,213.2,131.57,219.27,135.45,213.66,140,206.03,140.41,170.31,202.35,176.8,196.48,183.01,192.94,188.81,193.46,195.06,192.55,201.12,195.23,207.76,199.89,202.27,207.13,195.99,210.64,189.13,211.76,183.13,211.42,177.01,208.94,182.11,198.53,189.1,198.08,196.27,197.76,195.88,202.57,188.66,202.96,181.88,203.2
135.11,128.05,141.73,122.23,151.35,120.83,161.6,121.6,170.99,124.43,193.55,122.91,202.35,119.11,212.35,117.04,222.3,117.36,229.62,122.83,183.96,136.02,184.81,147.2,185.85,158.5,186.94,170.12,176.17,177.5,182.03,179.13,187.88,179.7,192.83,178.08,197.16,176.09,145.73,139.67,152.73,134.47,161.4,134.14,168.19,139.64,160.7,143.66,152.43,143.96,198.85,137.54,204.89,131.73,213.36,131.05,219.59,135.31,213.83,140.04,205.85,140.44,169.53,202.32,176.55,196.76,182.95,193.24,188.29,194.19,194.26,193.01,200.44,195.61,207.48,200.11,201.66,208.08,195.48,211.57,188.75,212.43,183.16,211.97,176.8,209.41,182.05,198.77,188.6,198.55,195.39,198.17,195.24,203.12,188.5,203.59,182.01,203.61
135.75,127.05,142.49,121.98,151.8,121.17,161.55,121.85,170.73,124.18,194.43,122.47,202.85,119.02,212.43,117.13,221.96,117.25,229.27,122.19,184.37,136.63,185.23,147.37,186.31,158.38,187.38,169.59,176.38,176.93,182.24,178.59,188.09,179.32,192.89,177.68,196.99,175.62,145.85,139.25,152.63,134.01,161.43,133.87,168.16,139.56,160.88,143.67,152.51,143.81,198.99,137.69,204.77,131.6,213.16,131.01,219.41,135.43,213.66,140.23,205.87,140.69,170.03,202.39,176.24,196.45,182.48,193.19,187.98,193.88,194.25,192.93,200.28,195.52,207.01,200.17,201.44,207.54,195.63,211.01,188.81,212.12,183.05,211.54,176.76,208.97,181.52,198.5,188.32,198.36,195.64,197.8,195.62,202.55,188.47,203.26,181.74,203.39
134.9,126.95,141.96,121.91,151.39,120.88,161.42,121.58,170.91,124.06,193.51,122.64,202.37,118.78,212.22,116.61,222.09,117.04,229.77,122.24,183.87,136.53,184.73,147.4,185.78,158.37,186.8,169.78,175.89,177.25,181.75,179.15,187.72,179.96,192.77,178.2,196.97,175.77,145.71,139.64,152.81,134.35,161.38,133.91,168.18,139.77,160.89,143.59,152.53,143.84,199.15,137.75,204.84,131.77,213.13,131.09,219.13,135.34,213.62,140.03,205.96,140.57,169.68,202.65,176.18,197.07,182.6,193.61,188.04,194.25,194.2,193.43,200.4,195.93,207.07,200.42,201.34,207.58,195.16,211.19,188.32,212.26,182.64,211.77,176.3,209.2,181.74,199.15,188.24,198.82,195.1,198.45,194.62,203.09,187.95,203.57,181.64,203.5
135.34,127.07,142.18,121.48,151.56,120.2,161.6,121.16,170.61,124.38,193.9,122.32,202.89,118.39,212.59,116.32,222.02,116.7,228.92,121.69,184,136.43,184.91,147.43,186.07,158.44,187.31,169.79,176.15,177.28,181.77,179.37,187.42,180.39,192.54,178.18,196.98,175.58,145.76,139.14,152.81,133.99,161.47,134,168.26,139.64,160.85,143.65,152.49,143.79,199.01,137.43,204.67,131.18,213.07,130.52,218.99,134.37,213.73,139.53,205.96,140.36,170.86,202.97,177.15,197.92,182.72,194.75,187.99,195.26,194.19,194.23,199.8,196.57,205.57,200.55,200.08,206.68,194.54,209.97,188.05,211.19,182.81,210.26,177.15,208.04,182,200.93,188.13,200.36,194.76,199.71,194.16,201.9,187.61,202.62,181.71,202.29
111.91,147.75,113.9,146.82,115.6,146.62,118.12,147.52,120.02,149.33,129.98,147.84,133.77,145.27,138.23,143.54,142.96,143.05,147.24,144.64,126.34,150.58,125.94,153.97,125.85,157.3,125.91,160.79,125.05,164.78,126.09,165.12,127.79,165.34,129.84,164.25,131.87,163.54,116.24,154.65,118.47,153.49,121.06,153.2,124.29,154.12,121.81,154.64,118.87,155.15,134.54,153,136.81,150.57,139.69,150.41,142.9,151.03,140.8,152.58,137.62,153.01,129.23,177.07,128.43,171.37,129.25,167.8,129.75,167.7,131.75,167.77,134.57,171.05,137.27,174.71,135.59,178.08,133.32,179.73,131.46,180.73,131.27,180.02,130.97,178.73,130.51,171.06,130.15,170.01,131.8,170.77,132.47,175.62,130.99,177.07,131.33,176.14
110.32,148.23,113.03,147.65,115.56,147.64,118.07,148.39,120.02,149.74,126.73,149.35,127.81,147.65,129.32,146.18,131.31,144.8,133.57,144.58,123.95,151.31,125.14,154.88,126.48,158.23,127.7,161.69,123.21,164.92,124.84,165.78,127.21,166.44,128.94,165.31,129.95,164.18,113.26,154.05,115.5,152,118.33,151.57,120.57,153.46,118.74,154.36,115.84,154.54,127.67,152.8,129.52,149.9,132.3,149.56,134.08,151.91,132.99,152.96,130.29,153.01,122.92,173.35,124.39,170.08,125.97,168.44,127.88,168.79,128.96,167.99,131.28,168.77,133.55,170.6,132.17,172.73,130.75,174.49,129.48,175.53,127.68,175.39,126.04,174.92,126.48,170.3,128.19,170.05,129.46,170.18,129.79,171.89,128.64,172.37,127.07,172.5
133.93,122.12,138.75,113.01,147.84,108.39,158.45,108.49,168,110.51,193.93,109.87,204.01,105.99,214.9,104.71,224.38,108.74,229.44,117.2,183.08,131.59,184.26,143.32,185.49,154.9,186.88,167.03,176.28,176.42,182.06,178.7,187.73,179.97,193.29,177.44,198.19,174.5,143.08,138.22,150.88,135.05,159.81,133.81,168.36,136.44,160.27,140.17,151.16,141.31,198.48,134.46,205.91,131.16,214.14,131.6,221.47,133.57,214.76,137.09,206.15,137.23,173.44,203.33,178.17,196.63,183.52,192.41,188.44,192.71,194.44,192.26,200,195.62,203.75,201.65,200.25,207.7,195.54,212.16,189.74,213.87,184.4,212.83,179.34,209.54,183.65,198.68,188.68,198.18,194.57,197.84,194.3,202.77,188.71,203.8,184,203.49
135.39,122.79,140.02,113.85,148.93,109.54,159.22,109.39,168.36,111.56,193.71,110.26,202.77,106.84,213.16,106.22,222.44,109.42,227.91,117.45,182.94,133.97,183.79,145.32,184.51,156.62,185.43,168.36,176.39,178.49,181.8,180.15,187.09,180.87,192.09,179.3,196.52,177.11,144.52,139.29,152.13,135.23,160.39,134.37,167.94,138.22,160.37,142.34,152.16,143.04,198.53,136.18,204.88,132.36,212.74,132.23,219.99,135.13,213.53,139.28,205.59,139.66,171.8,205.47,175.78,198.83,181.6,194.08,187.69,194.3,194.55,193.84,200.68,197.97,205.57,204.4,201.95,211.47,196.9,216,189.95,218.04,183.29,216.59,177.23,212.5,181.45,200.23,188.1,199.3,195.58,199.28,195.92,206.81,188.96,208.11,182.26,207.63
